unique_id;timestamp;advertisement;device_os;software_ver;game_id;location;ad_start_count;ad_view_count;ad_click_count;ad_install_count;dat1;count1;count2;internet_type;device`;install_label
5c3938d4c697805b297e5ab3;2019-01-12T00:46:12.484+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;2612974;US;44;43;0;0;2019-01-12T00:39:53.382+00:00;4;24;wifi;iPhone7,2;0
5c393120a83fa256d08f46c8;2019-01-12T00:13:20.183+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;55;54;0;0;2019-01-11T02:47:56.156+00:00;3;10;wifi;iPhone9,4;0
5c3818184fba517c7e33aeb3;2019-01-11T04:14:16.823+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1;1541862;US;30;25;1;0;2019-01-11T04:04:09.965+00:00;17;30;wifi;iPhone9,2;0
5c3e9cbb363791ff3fe17923;2019-01-16T02:53:47.787+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;1;0;0;0;;1;1;cellular;iPhone10,5;0
5c3aa964499471193859915d;2019-01-13T02:58:44.323+00:00;59687f0d896a6b0e5ce6ea15;ios;11.4;1373094;US;28;26;5;1;2019-01-13T02:07:42.621+00:00;2;26;wifi;iPhone8,1;0
5c3e0fc0580214bc01558e2a;2019-01-15T16:52:16.740+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;106381;US;265;262;5;0;2019-01-15T02:47:12.771+00:00;10;62;wifi;iPhone9,1;0
5c36a4cda991774e5397b310;2019-01-10T01:50:05.526+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;10;9;2;0;2019-01-10T01:48:24.006+00:00;8;8;wifi;iPhone8,2;1
5c3e9d4b2334c0ffea0ba114;2019-01-16T02:56:11.795+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1;2739989;US;143;140;3;1;2019-01-16T02:51:03.340+00:00;9;30;wifi;iPhone7,2;0
5c3eb622dc7ae908d352529d;2019-01-16T04:42:10.042+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1;1373094;US;77;76;4;0;2019-01-16T02:56:29.930+00:00;4;22;wifi;iPhone10,6;0
5c3ff3bb25607e76c2576bd3;2019-01-17T03:17:15.285+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.1;1273993;US;85;84;4;0;2019-01-16T23:43:34.096+00:00;3;14;wifi;iPad6,7;0
5c3e5c745a47d6e1a2cfff37;2019-01-15T22:19:32.026+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;5;4;0;0;2019-01-15T22:18:26.679+00:00;5;5;cellular;iPhone9,2;0
5c39df9b1cfce1aadeef5280;2019-01-12T12:37:47.629+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;47;45;0;0;2019-01-12T09:41:56.078+00:00;2;3;wifi;iPhone10,5;0
5c37b77e8e1143559132493b;2019-01-10T21:22:04.200+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.1;1541862;US;31;8;1;0;2019-01-10T20:29:29.743+00:00;18;25;wifi;iPad4,1;0
5c3a710fc6e9c4ffc0551462;2019-01-12T22:58:23.305+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1;1217749;US;25;24;0;0;2019-01-12T18:52:55.642+00:00;3;13;wifi;iPad6,3;0
5c381757a4b1777cb38673c4;2019-01-11T04:11:03.928+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1;1373094;US;28;15;0;0;2019-01-11T03:50:08.886+00:00;3;6;cellular;iPhone10,2;0
5c3aa961e048661dfb1812d9;2019-01-13T02:58:41.259+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1;1373094;US;4;3;1;0;2018-12-30T01:40:12.468+00:00;1;1;cellular;iPhone9,4;0
5c37ac2cc6cfdb36ee8656a9;2019-01-10T20:33:48.090+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;99;95;2;0;2019-01-10T20:11:10.547+00:00;8;23;cellular;iPhone9,4;0
5c3a5451001d03f4c70818d0;2019-01-12T20:55:45.653+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;32;31;3;4;2019-01-12T19:35:07.716+00:00;11;11;cellular;iPhone10,1;0
5c3bf6ad56e797cada3bf021;2019-01-14T02:40:45.145+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1736233;US;5;4;0;0;2019-01-14T02:37:47.056+00:00;3;5;wifi;iPhone9,1;0
5c366651c51bed3723238643;2019-01-09T21:23:29.591+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;2612974;US;45;44;1;1;2019-01-09T21:23:00.775+00:00;3;23;wifi;iPhone10,1;0
5c394f27d258cd647af47dc1;2019-01-12T02:21:26.746+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;94033;US;87;86;3;1;2019-01-12T02:03:03.271+00:00;7;17;wifi;iPhone10,5;0
5c343ff9af6ba05bfd4728a2;2019-01-08T06:15:21.110+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;49;47;0;1;2019-01-08T02:58:52.201+00:00;3;22;cellular;iPhone9,3;0
5c3a8c941ccfe80d6bcb5d08;2019-01-13T00:55:48.645+00:00;59687f0d896a6b0e5ce6ea15;ios;11.4;1373094;US;69;68;0;1;2019-01-13T00:53:33.441+00:00;2;23;wifi;iPad6,11;0
5c3f2362b9b1be0be2650e37;2019-01-16T12:28:18.343+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;1;0;0;0;;1;1;cellular;iPhone8,2;0
5c380f372ad89f76b2d3e433;2019-01-11T03:36:23.195+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1736233;US;60;59;1;1;2019-01-10T15:08:43.623+00:00;2;12;cellular;iPhone9,4;0
5c34241982f59050cf9eba02;2019-01-08T04:16:25.306+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;57;55;0;0;2019-01-07T14:08:54.956+00:00;2;32;wifi;iPhone9,2;0
5c388f912be5ac001ae614ea;2019-01-11T12:44:00.689+00:00;59687f0d896a6b0e5ce6ea15;ios;11.4.1;1227755;US;879;750;111;1;2019-01-11T06:22:18.924+00:00;26;199;wifi;iPhone9,4;0
5c39881ca18fca7fceb76eb8;2019-01-12T06:24:28.549+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.1;106381;US;156;155;1;0;2019-01-12T06:16:27.569+00:00;14;48;wifi;iPad4,7;0
5c36de7d19358a63db646232;2019-01-10T05:56:13.851+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1373094;US;19;18;0;0;2019-01-09T12:21:26.278+00:00;7;13;cellular;iPhone10,1;0
5c390f8f2f4cab46df03f921;2019-01-11T21:50:07.027+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1541862;US;13;0;0;0;2019-01-11T21:49:03.030+00:00;12;12;cellular;iPhone8,1;0
5c39780c694853629dd774f6;2019-01-12T05:15:56.090+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;106381;US;286;282;12;1;2019-01-12T05:02:08.723+00:00;12;96;cellular;iPhone7,2;0
5c390292cbcf7f42f094696f;2019-01-11T20:54:42.585+00:00;59687f0d896a6b0e5ce6ea15;ios;12.0.1;1346089;US;154;153;1;1;2019-01-11T20:50:07.077+00:00;3;47;wifi;iPhone11,6;0
5c42266d89db17290db1a1d9;2019-01-18T19:18:05.869+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.1;1527921;US;59;58;5;2;2019-01-18T19:17:26.406+00:00;12;47;wifi;iPad7,5;0
5c3bf13de9f8dcc78aa282ec;2019-01-14T02:17:33.802+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.1;1736233;US;47;46;1;3;2019-01-13T23:29:09.354+00:00;5;14;wifi;iPod7,1;0
5c3c294c100d21e274d9c523;2019-01-14T06:16:44.108+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.1;1373094;US;45;43;1;0;2019-01-14T06:00:30.899+00:00;4;15;wifi;iPad5,3;0
5c389e40b192730a6bd4f54e;2019-01-11T13:46:40.125+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;106381;US;366;358;11;0;2019-01-11T13:00:41.825+00:00;20;110;cellular;iPhone7,2;0
5c39252d929d5751390f9442;2019-01-11T23:22:21.683+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.2;1541862;US;67;22;0;0;2019-01-11T23:20:09.763+00:00;19;47;wifi;iPhone7,2;0
5c3c75464ba738fe9cb1ca64;2019-01-14T11:40:53.969+00:00;59687f0d896a6b0e5ce6ea15;ios;10.2;106381;US;172;163;0;0;2019-01-14T03:01:35.379+00:00;9;54;wifi;iPhone7,2;0
5c3f851b447f27438c9d0e4d;2019-01-16T19:25:15.102+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.1;1373094;US;1;0;0;0;;1;1;cellular;iPad8,7;0
5c352cbcc2f3bb5c670fbd30;2019-01-08T23:05:32.107+00:00;59687f0d896a6b0e5ce6ea15;ios;12.1.1;1227755;US;25;24;0;0;2019-01-04T17:44:43.342+00:00;1;25;wifi;iPad7,5;0
5c376d24e3a2f73157bc9006;2019-01-10T16:04:52.428+00:00;5a3451bb7a2e720ecae6afcc;android;6.0.1;1669186;US;114;23;4;2;2019-01-10T16:02:53.799+00:00;13;38;wifi;samsung SM-S327VL;0
5c360a23350d9304359d3812;2019-01-09T14:50:11.162+00:00;5a3451bb7a2e720ecae6afcc;android;8.0.0;2385570;GB;372;369;12;2;2019-01-09T14:47:12.007+00:00;97;199;wifi;samsung SM-G960F;0
5c44a0ec0567a5862eadd055;2019-01-20T16:25:15.995+00:00;5a3451bb7a2e720ecae6afcc;android;9;63938;GB;127;122;0;0;2019-01-20T16:24:49.658+00:00;52;117;wifi;HUAWEI CLT-L09;0
5c3b538bef51d074bab168bf;2019-01-13T15:04:43.155+00:00;5a3451bb7a2e720ecae6afcc;android;6.0.1;1789996;GB;81;13;3;0;2019-01-13T15:00:09.603+00:00;4;5;wifi;HTC HTC Desire 530;1
5c39061a256eb542860786a0;2019-01-11T21:09:46.189+00:00;5a3451bb7a2e720ecae6afcc;android;7.1.1;1637014;CA;445;107;24;4;2019-01-11T21:05:47.887+00:00;49;179;wifi;motorola Moto E (4);0
5c3fcfc82cb38b69d839fbe2;2019-01-17T00:43:52.334+00:00;5a3451bb7a2e720ecae6afcc;android;7.1.2;43135;US;34;26;0;0;2019-01-16T23:35:38.285+00:00;12;28;wifi;LGE LG-SP200;0
5c3f58854d1d632b8088bbc8;2019-01-16T16:15:01.726+00:00;5a3451bb7a2e720ecae6afcc;android;8.0.0;2791412;US;111;10;0;0;2019-01-16T16:13:32.727+00:00;17;37;cellular;samsung SM-G965U;0
5c3da675e8b24981e4423d28;2019-01-15T09:23:01.699+00:00;5a3451bb7a2e720ecae6afcc;android;8.0.0;1761568;AU;191;185;15;3;2019-01-15T09:21:20.157+00:00;99;103;wifi;HUAWEI RNE-L22;0
5c355ca6772a1e728edb59a1;2019-01-09T02:29:58.343+00:00;5a3451bb7a2e720ecae6afcc;android;6.0.1;43135;US;45;35;6;1;2019-01-09T02:29:08.080+00:00;3;9;wifi;samsung SM-S327VL;0
5c3929abd68e4c53b5c80709;2019-01-11T23:41:31.828+00:00;5a3451bb7a2e720ecae6afcc;android;7.0;2626028;US;36;23;5;5;2019-01-11T23:39:54.215+00:00;4;11;cellular;samsung SM-N920V;0
5c3b9642e1cdde9fca0e62c3;2019-01-13T19:49:22.313+00:00;5a3451bb7a2e720ecae6afcc;android;6.0.1;83762;US;3;2;1;0;2019-01-13T19:44:08.099+00:00;3;3;wifi;samsung SM-S327VL;0
5c3534dc8f695a60c0dc4f80;2019-01-08T23:40:12.882+00:00;5a3451bb7a2e720ecae6afcc;android;7.0;56865;US;21;19;2;14;2019-01-08T23:39:22.243+00:00;9;17;cellular;AlcatelOneTouch 5049Z;0
5c39290b887fec53166229da;2019-01-11T23:38:51.477+00:00;5a3451bb7a2e720ecae6afcc;android;4.4.2;1446288;US;29;20;2;0;2019-01-11T23:32:04.133+00:00;5;5;wifi;samsung SM-T320;0
5c3a7158d33287fff52920c3;2019-01-12T22:59:36.911+00:00;5a3451bb7a2e720ecae6afcc;android;7.0;1756493;US;81;53;12;1;2019-01-12T22:58:04.761+00:00;14;27;cellular;samsung SM-J327T1;0
5c43fc5f9f3fc32436ca8a25;2019-01-20T04:43:11.797+00:00;5a3451bb7a2e720ecae6afcc;android;5.1;1479603;NZ;44;41;1;0;2019-01-20T04:42:34.303+00:00;41;41;wifi;DOOGEE X5pro;0
5c377a2a804e4335e5e19c48;2019-01-10T17:00:26.846+00:00;5a3451bb7a2e720ecae6afcc;android;8.0.0;1673397;GB;63;38;23;0;2019-01-10T16:52:06.866+00:00;14;63;wifi;HUAWEI PRA-LX1;0
5c3acda33340452c0e51c42e;2019-01-13T05:33:23.816+00:00;5a3451bb7a2e720ecae6afcc;android;8.1.0;1710521;US;443;421;36;2;2019-01-13T05:30:23.867+00:00;80;152;wifi;samsung SM-J701M;0
5c3a36afb0b743e4a13538e9;2019-01-12T18:49:19.947+00:00;5a3451bb7a2e720ecae6afcc;android;6.0.1;43135;GB;100;97;12;0;2019-01-11T09:24:21.603+00:00;1;36;wifi;samsung SM-G930F;0
5c40ea5bd4697a342fe920d3;2019-01-17T20:49:31.405+00:00;5a3451bb7a2e720ecae6afcc;android;8.0.0;2831662;US;10;5;1;1;2019-01-17T19:38:09.978+00:00;10;10;cellular;samsung SM-G930P;0
5c3a5b086264cff6a40bc9cb;2019-01-12T21:24:24.349+00:00;5a3451bb7a2e720ecae6afcc;android;8.1.0;2626028;GB;17;10;1;0;2019-01-12T21:22:46.180+00:00;13;17;wifi;HUAWEI JSN-L21;0
5c44654e21b8205cc4b11820;2019-01-20T12:10:54.842+00:00;5a3451bb7a2e720ecae6afcc;android;6.0.1;2778542;US;4;3;0;0;2019-01-20T10:01:50.974+00:00;4;4;wifi;LGE VS500PP;0
5c37bc164db76658ad36f83d;2019-01-10T21:41:42.905+00:00;5a3451bb7a2e720ecae6afcc;android;8.0.0;43135;US;27;23;3;0;2019-01-10T21:40:56.296+00:00;17;27;wifi;samsung SM-G930V;0
5c3bf25fda28b1cada165b35;2019-01-14T02:22:23.824+00:00;5a3451bb7a2e720ecae6afcc;android;8.0.0;50676;CA;164;161;5;0;2019-01-14T01:55:27.784+00:00;16;36;wifi;samsung SM-A520W;0
5c44063e75019b28aaa0da67;2019-01-20T05:25:18.214+00:00;5a3451bb7a2e720ecae6afcc;android;8.0.0;1711292;CA;83;30;1;1;2019-01-20T04:17:22.132+00:00;14;53;wifi;motorola moto g(6);0
5c36a8892bc06f4f5c332b1b;2019-01-10T02:06:01.743+00:00;5aa7dc8b58418500ba166dba;android;7.0;1405063;US;54;25;1;0;2018-12-28T21:19:59.792+00:00;1;1;wifi;LGE LGL84VL;0
5c3e7a428df054efe27dd633;2019-01-16T00:26:42.093+00:00;5aa7dc8b58418500ba166dba;android;4.4.4;131627258;US;36;17;4;0;2019-01-16T00:23:28.769+00:00;2;13;wifi;samsung SM-T113;0
5c376a5e1f01df2e079c46d5;2019-01-10T15:53:02.302+00:00;5aa7dc8b58418500ba166dba;android;7.0;1534054;US;5;1;0;0;2019-01-10T15:52:22.316+00:00;3;3;cellular;samsung SM-J327T1;0
5c377d8281b3cd372e9c2c0e;2019-01-10T17:14:42.218+00:00;5aa7dc8b58418500ba166dba;android;8.0.0;2861538;US;247;27;14;5;2019-01-10T17:13:31.171+00:00;16;112;wifi;samsung SM-J337V;0
5c3e826ccaba94f372ce1b97;2019-01-16T01:01:32.541+00:00;5adc7655b7c42932d8de99a8;ios;12.1.2;2869023;JP;443;439;18;0;2019-01-16T01:00:50.781+00:00;43;158;wifi;iPhone7,2;0
5c40376ef9af420032588dcf;2019-01-17T08:06:06.301+00:00;5adc7655b7c42932d8de99a8;ios;10.0.1;1796908;JP;141;20;0;0;2019-01-17T08:05:04.815+00:00;29;83;cellular;iPhone9,1;0
5c39728b816bbc73cca6936b;2019-01-12T04:52:27.325+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2926101;US;11;6;0;0;2019-01-12T04:50:57.209+00:00;2;5;cellular;samsung SM-G965U;0
5c3d18d608750d46e37aefe7;2019-01-14T23:18:46.965+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2672185;US;26;24;2;0;2019-01-14T23:15:03.080+00:00;4;4;wifi;samsung SM-G892A;0
5c396cc4b6d4c27259f70398;2019-01-12T04:27:48.600+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1541841;US;60;54;0;0;2019-01-12T04:21:46.242+00:00;5;60;cellular;motorola Moto Z (2);0
5c44111384ae552c3a8fc3d3;2019-01-20T06:11:31.938+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2996908;US;3;2;0;0;2019-01-20T06:02:33.406+00:00;3;3;wifi;LGE LG-G710;0
5c35f51f53aa8fb2870abed9;2019-01-09T13:20:31.554+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1456626;US;7;4;0;0;2019-01-09T12:45:40.220+00:00;5;5;wifi;samsung SM-G965U;0
5c381581db98bd7a6c35c5e9;2019-01-11T04:03:13.037+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;130090;US;12;11;0;0;2019-01-11T03:49:16.049+00:00;11;12;cellular;samsung SM-G930P;0
5c400f3023866a81ab9b42cc;2019-01-17T05:14:24.931+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2643533;US;7;6;0;0;2019-01-17T05:09:57.939+00:00;7;7;cellular;samsung SAMSUNG-SM-G935A;0
5c407cb470e6761ecfe5b45e;2019-01-17T13:01:40.311+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1799333;US;27;26;0;0;2019-01-17T01:52:54.317+00:00;4;15;cellular;samsung SM-N960U1;0
5c44a743e7fc898bf83667c2;2019-01-20T16:52:19.840+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2746235;US;142;134;0;0;2019-01-20T16:50:15.062+00:00;72;142;cellular;samsung SM-G960U;0
5c34420171a1535d066ce3b6;2019-01-08T06:24:01.964+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1448869;US;5;4;0;0;2019-01-08T06:23:05.084+00:00;5;5;wifi;samsung SAMSUNG-SM-G891A;0
5c3a3f48e1baf6e7928b9ccf;2019-01-12T19:26:00.756+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;120680;US;10;5;0;0;2019-01-12T09:12:33.258+00:00;6;10;cellular;samsung SM-G955U1;0
5c44c5cf8aeb2c9ae32b1819;2019-01-20T19:02:39.102+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2777554;US;8;6;0;0;2019-01-20T12:54:59.731+00:00;8;8;cellular;LGE VS988;0
5c3db48eb5b8398a93257e26;2019-01-15T10:23:10.519+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1716775;US;12;10;0;1;2019-01-10T01:19:52.705+00:00;1;2;wifi;samsung SM-G960U;0
5c379f652f281e2f4535021e;2019-01-10T19:39:17.525+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2918434;US;162;138;2;3;2019-01-10T19:33:45.696+00:00;16;86;wifi;samsung SM-G960U;0
5c375e891c994c2767a6e3f7;2019-01-10T15:02:33.962+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2796885;US;15;14;0;0;2019-01-10T14:58:54.762+00:00;5;13;cellular;samsung SM-N950U;0
5c3e8066e03d98f456a191d6;2019-01-16T00:52:54.315+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1376845;US;5;4;0;0;2019-01-14T19:29:39.866+00:00;1;5;cellular;samsung SM-G965U;0
5c37a67830a7bb4ce086a943;2019-01-10T20:09:28.821+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2672185;US;74;38;1;0;2019-01-10T20:05:07.376+00:00;4;39;cellular;TCL 6062W;0
5c382731eef0cc827ff3edf0;2019-01-11T05:18:41.489+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1399002;US;42;34;1;3;2019-01-11T05:14:21.486+00:00;8;28;wifi;samsung SM-G955U;0
5c417289b6b7c370bfa8aec7;2019-01-18T06:30:33.052+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2385570;US;7;4;0;0;2019-01-17T02:52:23.534+00:00;1;7;wifi;samsung SM-G935R4;0
5c40cae77e9c47249909a65c;2019-01-17T18:35:19.234+00:00;5afc25a3e9d7d501c8039533;android;5.1.1;2996908;US;372;369;7;0;2019-01-17T18:34:56.994+00:00;131;334;wifi;LGE VS425PP;0
5c43bbd7b9b32b03ed71ddde;2019-01-20T00:07:51.108+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;3005473;US;72;61;0;0;2019-01-17T18:31:46.659+00:00;1;11;cellular;samsung SM-G965U;0
5c350cc4503dac50301b6ee4;2019-01-08T20:49:08.657+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1690980;US;109;108;1;0;2019-01-08T00:03:29.877+00:00;4;26;cellular;motorola moto z3;0
5c45efcd6dbe1415aecadec2;2019-01-21T16:14:05.455+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2783794;US;5;4;0;0;2019-01-21T15:57:19.336+00:00;4;5;cellular;samsung SM-G960U;0
5c367580151f043add870e1c;2019-01-09T22:28:16.319+00:00;5afc25a3e9d7d501c8039533;android;9;1717779;US;242;105;0;0;2019-01-09T17:22:04.292+00:00;4;14;cellular;Google Pixel 2 XL;0
5c3d5b1b5ab3e562f10de439;2019-01-15T04:01:31.494+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2809392;US;143;124;2;1;2019-01-15T03:57:09.700+00:00;50;140;cellular;samsung SM-N950U;0
5c34312a07665553b5bf4ae8;2019-01-08T05:12:10.443+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2824784;US;21;20;0;0;2019-01-08T05:09:30.153+00:00;8;8;cellular;samsung SM-G955U;0
5c3e3326e7d684cf27728ec4;2019-01-15T19:23:18.742+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2385570;US;4;3;0;0;2019-01-15T19:19:16.888+00:00;4;4;cellular;LGE LM-G710VM;0
5c36804f8aff7d3fa056db67;2019-01-09T23:14:23.524+00:00;5afc25a3e9d7d501c8039533;android;9;93826;US;5;4;0;0;2019-01-09T23:13:51.412+00:00;5;5;cellular;Google Pixel XL;0
5c3e6173ccb9bbe5dded85e4;2019-01-15T22:40:51.909+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2746235;US;42;38;0;0;2019-01-15T22:38:56.974+00:00;42;42;cellular;samsung SM-G960U;0
5c43ab355be695fbafe3beee;2019-01-19T22:56:53.608+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2777554;US;67;54;0;1;2019-01-19T22:56:11.484+00:00;6;14;wifi;samsung SM-G950U1;0
5c4634155476a23dfb52cd89;2019-01-21T21:05:25.850+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2850905;US;10;9;0;0;2019-01-21T21:00:03.294+00:00;10;10;wifi;samsung SM-G930P;0
5c36619b173df231f6d49f77;2019-01-09T21:03:23.701+00:00;5afc25a3e9d7d501c8039533;android;9;2796593;US;63;61;0;0;2019-01-09T21:02:48.518+00:00;13;23;wifi;Google Pixel 3 XL;0
5c35716f9f392d7751e5d389;2019-01-09T03:58:39.565+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2700609;US;32;4;1;0;2019-01-09T03:57:48.279+00:00;32;32;cellular;samsung SM-N960U;0
